Date/Time,Lat,Lon,Base
7/14/2014 20:23:00,40.7391,-73.9878,B02617
7/28/2014 8:37:00,40.7316,-73.9856,B02617
7/17/2014 1:23:00,40.7042,-73.9337,B02598
7/27/2014 21:32:00,40.7354,-73.9921,B02598
7/30/2014 14:54:00,40.7404,-73.9863,B02617
7/8/2014 9:54:00,40.8094,-73.9512,B02682
7/8/2014 11:34:00,40.7714,-73.9799,B02598
7/12/2014 18:43:00,40.7709,-73.9643,B02617
7/20/2014 17:16:00,40.7267,-73.999,B02598
7/4/2014 6:03:00,40.7677,-73.9918,B02617
7/22/2014 16:09:00,40.7526,-73.99,B02617
7/17/2014 6:32:00,40.7755,-73.9501,B02512
7/31/2014 19:02:00,40.7043,-74.0064,B02617
7/8/2014 22:15:00,40.731,-74.0068,B02598
7/23/2014 20:37:00,40.7753,-73.9606,B02617
7/28/2014 20:54:00,40.7404,-73.9887,B02617
7/2/2014 17:07:00,40.7542,-73.9871,B02598
7/26/2014 20:01:00,40.7157,-74.0158,B02598
7/15/2014 19:56:00,40.7548,-73.988,B02617
7/30/2014 14:53:00,40.7478,-73.993,B02617
7/11/2014 6:53:00,40.7553,-73.982,B02617
7/3/2014 18:13:00,40.7373,-73.999,B02682
7/22/2014 5:04:00,40.7335,-74.0009,B02598
7/27/2014 20:16:00,40.736,-73.9912,B02617
7/29/2014 2:05:00,40.742,-74.00399999999999,B02682
7/20/2014 21:59:00,40.7491,-74.0061,B02682
7/3/2014 7:02:00,40.7471,-73.9912,B02598
7/30/2014 19:12:00,40.773,-73.88600000000001,B02617
7/23/2014 18:13:00,40.7029,-74.0143,B02512
7/9/2014 13:25:00,40.7501,-73.9844,B02617
7/18/2014 4:59:00,40.7555,-73.9918,B02617
7/11/2014 7:32:00,40.7311,-73.9742,B02682
7/25/2014 16:57:00,40.7161,-74.0153,B02598
7/26/2014 19:26:00,40.6765,-73.9806,B02682
7/19/2014 8:04:00,40.7441,-73.8849,B02617
7/28/2014 8:08:00,40.9812,-73.7433,B02617
7/26/2014 21:27:00,40.7235,-73.9967,B02617
7/20/2014 6:19:00,40.7075,-73.9489,B02682
7/21/2014 5:46:00,40.7118,-73.9577,B02682
7/22/2014 11:38:00,40.7872,-73.9741,B02617
7/23/2014 16:33:00,40.7442,-73.9863,B02682
7/30/2014 14:43:00,40.6447,-73.7819,B02617
7/12/2014 10:43:00,40.7143,-73.9879,B02598
7/31/2014 17:41:00,40.7138,-74.0143,B02598
7/11/2014 16:39:00,40.7383,-73.9969,B02598
7/16/2014 16:06:00,40.7872,-73.9779,B02617
7/1/2014 8:02:00,40.7327,-73.9857,B02682
7/9/2014 20:41:00,40.7707,-73.867,B02682
7/14/2014 19:03:00,40.7287,-73.9899,B02598
7/29/2014 5:49:00,40.7353,-74.0008,B02617
7/18/2014 15:46:00,40.7427,-73.9921,B02598
7/25/2014 11:14:00,40.6323,-73.9494,B02682
7/21/2014 17:52:00,40.7238,-74.0049,B02682
7/16/2014 16:57:00,40.7838,-73.9545,B02682
7/14/2014 17:49:00,40.7213,-73.9585,B02598
7/11/2014 8:05:00,40.7412,-73.99600000000001,B02617
7/12/2014 12:44:00,40.6873,-73.9899,B02598
7/16/2014 13:22:00,40.7343,-73.995,B02617
7/18/2014 9:05:00,40.757,-73.9937,B02682
7/18/2014 21:01:00,40.7211,-73.9945,B02598
7/15/2014 12:18:00,40.7651,-73.7451,B02617
7/27/2014 16:25:00,40.7422,-73.9869,B02598
7/21/2014 6:04:00,40.7756,-73.9525,B02682
7/22/2014 6:07:00,40.7482,-74.0034,B02598
7/15/2014 18:10:00,40.7136,-74.0118,B02598
7/26/2014 10:42:00,40.6747,-73.9638,B02617
7/10/2014 16:38:00,40.7404,-74.0058,B02682
7/28/2014 8:30:00,40.6953,-74.1787,B02617
7/9/2014 16:59:00,40.7507,-73.979,B02682
7/25/2014 3:39:00,40.793,-73.6817,B02617
7/29/2014 10:43:00,40.841,-73.8792,B02682
7/13/2014 23:34:00,40.7061,-73.919,B02617
7/23/2014 6:23:00,40.7178,-73.9579,B02617
7/17/2014 16:38:00,40.7045,-74.0146,B02617
7/13/2014 19:30:00,40.7884,-73.9723,B02617
7/21/2014 14:41:00,40.7513,-74.0014,B02682
7/9/2014 21:15:00,40.7322,-74.0076,B02598
7/30/2014 14:34:00,40.6447,-73.7822,B02682
7/9/2014 15:24:00,41.0187,-73.9215,B02617
7/11/2014 7:09:00,40.7654,-73.9759,B02617
7/14/2014 18:39:00,40.7292,-73.9856,B02617
7/23/2014 6:51:00,40.7096,-74.0063,B02598
7/31/2014 23:07:00,40.7504,-74.0023,B02512
7/23/2014 7:03:00,40.7364,-73.9948,B02682
7/3/2014 17:36:00,40.786,-73.9802,B02682
7/14/2014 17:57:00,40.6692,-73.8941,B02598
7/20/2014 15:47:00,40.7078,-73.9465,B02617
7/28/2014 17:25:00,40.7511,-73.9805,B02682
7/24/2014 14:48:00,40.7045,-73.9867,B02617
7/19/2014 15:30:00,40.7246,-73.9987,B02617
7/5/2014 22:19:00,40.7412,-73.9836,B02598
7/4/2014 22:17:00,40.7047,-74.008,B02598
7/9/2014 18:11:00,40.7051,-73.7837,B02617
7/10/2014 21:26:00,40.7613,-73.9906,B02682
7/20/2014 13:24:00,40.7646,-73.9779,B02598
7/28/2014 9:08:00,40.7257,-74.0057,B02617
7/18/2014 15:33:00,40.7226,-73.998,B02617
7/14/2014 14:02:00,40.6953,-74.1791,B02617
7/7/2014 20:55:00,40.7225,-73.9972,B02598
7/7/2014 14:48:00,40.7642,-73.9704,B02598
7/28/2014 15:56:00,40.7515,-73.9748,B02682
7/10/2014 9:30:00,40.7381,-74.0058,B02682
7/26/2014 19:48:00,40.7376,-74.002,B02598
7/2/2014 14:36:00,40.734,-74.0041,B02598
7/6/2014 13:38:00,40.7637,-73.9734,B02617
7/23/2014 16:22:00,40.7154,-74.0163,B02617
7/18/2014 4:20:00,40.6449,-73.7812,B02617
7/9/2014 8:37:00,40.7346,-74.0055,B02682
7/25/2014 17:05:00,40.7735,-73.9798,B02598
7/25/2014 17:45:00,40.7256,-74.0055,B02617
7/17/2014 19:58:00,40.764,-73.9978,B02682
7/8/2014 17:11:00,40.7415,-73.9851,B02682
7/23/2014 16:56:00,40.7537,-73.9966,B02682
7/12/2014 17:55:00,40.7706,-73.9643,B02617
7/24/2014 9:16:00,40.7376,-74.0073,B02682
7/23/2014 16:57:00,40.742,-73.993,B02682
7/13/2014 20:07:00,40.7675,-73.964,B02617
7/11/2014 21:24:00,40.7165,-73.9466,B02617
7/16/2014 22:20:00,40.7548,-73.984,B02598
7/14/2014 22:34:00,40.7874,-73.9759,B02617
7/2/2014 9:45:00,40.7224,-73.9972,B02598
7/13/2014 17:22:00,40.7547,-73.9678,B02598
7/6/2014 17:44:00,40.7644,-73.9586,B02682
7/29/2014 11:24:00,40.7514,-74.0036,B02598
7/21/2014 20:38:00,40.7188,-73.9852,B02682
7/20/2014 22:35:00,40.7008,-73.9238,B02617
7/24/2014 18:05:00,40.7561,-73.9982,B02512
7/31/2014 9:57:00,40.7752,-73.9628,B02617
7/2/2014 22:36:00,40.76,-73.9862,B02617
7/3/2014 18:55:00,40.7617,-73.9113,B02617
7/14/2014 18:16:00,40.7048,-73.8315,B02682
7/25/2014 21:47:00,40.6751,-74.0167,B02682
7/21/2014 4:25:00,40.7166,-74.0163,B02682
7/21/2014 16:52:00,40.7566,-73.977,B02617
7/19/2014 1:54:00,40.7129,-73.9659,B02682
7/11/2014 16:49:00,40.7481,-74.003,B02682
7/23/2014 18:04:00,40.7636,-73.9763,B02617
7/18/2014 6:05:00,40.7784,-73.9771,B02512
7/16/2014 19:22:00,40.7763,-73.9795,B02682
7/27/2014 18:50:00,40.6447,-73.7824,B02598
7/15/2014 8:03:00,40.7745,-73.9535,B02598
7/27/2014 12:13:00,40.7024,-74.0131,B02617
7/22/2014 16:25:00,40.7499,-73.9882,B02617
7/19/2014 18:22:00,40.6434,-73.9659,B02682
7/5/2014 19:33:00,40.7237,-74.0111,B02598
7/29/2014 18:45:00,40.7603,-73.9807,B02682
7/15/2014 17:40:00,40.7436,-73.9905,B02617
7/29/2014 7:46:00,40.7592,-73.9958,B02617
7/19/2014 3:21:00,40.7396,-74.0057,B02682
7/21/2014 13:24:00,40.7297,-73.96,B02617
7/18/2014 22:17:00,40.73,-74.0023,B02617
7/2/2014 7:27:00,40.7328,-73.99,B02617
7/3/2014 13:44:00,40.7612,-73.9598,B02617
7/3/2014 16:06:00,40.7243,-74.0045,B02617
7/28/2014 3:23:00,40.6718,-73.988,B02598
7/19/2014 9:54:00,40.6679,-73.9618,B02617
7/31/2014 9:33:00,40.7474,-73.9854,B02617
7/29/2014 10:37:00,40.7386,-73.9805,B02512
7/23/2014 17:40:00,40.726,-74.0038,B02682
7/28/2014 15:31:00,40.7713,-73.987,B02617
7/6/2014 4:18:00,40.7464,-73.9723,B02598
7/12/2014 2:21:00,40.7363,-74.0082,B02617
7/8/2014 18:41:00,40.7371,-74.0065,B02598
7/10/2014 10:30:00,40.7998,-73.9388,B02598
7/24/2014 18:29:00,40.7103,-74.0079,B02682
7/27/2014 8:58:00,40.7488,-73.973,B02598
7/9/2014 8:36:00,40.7201,-73.9846,B02682
7/2/2014 7:57:00,40.7338,-73.9809,B02617
7/22/2014 22:56:00,40.6762,-73.9798,B02598
7/29/2014 23:22:00,40.6952,-74.1797,B02682
7/17/2014 9:31:00,40.7567,-73.9802,B02598
7/26/2014 13:57:00,40.6814,-74.0045,B02598
7/30/2014 16:58:00,40.7585,-73.9787,B02682
7/16/2014 12:11:00,40.7881,-73.976,B02512
7/1/2014 19:28:00,40.736999999999995,-74.0074,B02682
7/15/2014 17:33:00,40.6482,-73.7827,B02682
7/23/2014 5:56:00,40.7891,-73.9784,B02512
7/23/2014 15:27:00,40.7371,-73.9849,B02617
7/15/2014 20:18:00,40.7569,-73.9779,B02617
7/17/2014 21:04:00,40.7463,-74.0051,B02598
7/27/2014 18:16:00,40.7278,-73.9959,B02598
7/3/2014 19:37:00,40.5949,-73.9504,B02682
7/15/2014 14:37:00,40.7548,-73.9763,B02682
7/23/2014 14:15:00,40.668,-73.9786,B02617
7/4/2014 22:35:00,40.7041,-73.9339,B02617
7/10/2014 11:28:00,40.7346,-74.0093,B02512
7/17/2014 6:32:00,40.7631,-73.9879,B02598
7/5/2014 20:12:00,40.7716,-73.9825,B02598
7/24/2014 17:26:00,40.7175,-73.9559,B02682
7/31/2014 19:45:00,40.6987,-73.9587,B02617
7/8/2014 13:54:00,40.6465,-73.7896,B02682
7/20/2014 5:41:00,40.7474,-74.0279,B02598
7/8/2014 17:42:00,40.7422,-73.9778,B02598
7/31/2014 16:59:00,40.7576,-73.9757,B02617
7/12/2014 14:21:00,40.7138,-73.9378,B02598
7/27/2014 16:27:00,40.7708,-73.8656,B02617
7/29/2014 17:12:00,40.7714,-73.9634,B02617
7/10/2014 17:24:00,40.7505,-73.9757,B02598
7/10/2014 19:10:00,40.7613,-73.9737,B02598
7/30/2014 10:30:00,40.7218,-74.0042,B02598
7/26/2014 18:22:00,40.7591,-73.985,B02617
7/25/2014 22:40:00,40.7635,-73.9652,B02617
7/10/2014 13:52:00,40.7878,-73.9554,B02617
7/31/2014 11:41:00,40.7329,-74.053,B02598
7/17/2014 12:29:00,40.7339,-74.0029,B02617
7/17/2014 18:14:00,40.7035,-74.0111,B02682
7/25/2014 23:47:00,40.6949,-74.1779,B02598
7/12/2014 13:18:00,40.7379,-73.9986,B02617
7/5/2014 19:45:00,40.6741,-73.9652,B02598
7/13/2014 20:44:00,40.766999999999996,-73.9841,B02617
7/15/2014 12:37:00,40.8411,-73.9421,B02682
7/22/2014 20:22:00,40.7198,-73.9876,B02682
7/19/2014 18:42:00,40.749,-73.992,B02598
7/2/2014 21:03:00,40.7392,-73.9929,B02617
7/2/2014 19:37:00,40.7213,-73.9976,B02598
7/18/2014 15:42:00,40.7247,-74.0059,B02682
7/7/2014 19:49:00,40.7738,-73.8726,B02598
7/28/2014 17:57:00,40.8007,-73.9173,B02682
7/25/2014 22:20:00,40.71,-73.9626,B02617
7/14/2014 21:24:00,40.6785,-73.9899,B02617
7/25/2014 12:51:00,40.7664,-73.9868,B02617
7/26/2014 22:46:00,40.733000000000004,-73.9862,B02682
7/14/2014 19:04:00,40.7768,-73.9524,B02682
7/7/2014 7:59:00,40.7225,-73.9886,B02617
7/2/2014 10:44:00,40.7533,-73.9666,B02682
7/18/2014 17:45:00,40.7054,-74.0179,B02617
7/1/2014 18:11:00,40.7602,-73.9652,B02617
7/29/2014 17:19:00,40.7606,-73.9706,B02682
7/24/2014 15:02:00,40.7639,-73.9393,B02617
7/27/2014 10:28:00,40.6332,-73.9493,B02598
7/25/2014 23:59:00,40.6763,-74.0171,B02598
7/25/2014 21:01:00,40.7964,-73.9746,B02682
7/9/2014 8:02:00,40.6416,-73.7885,B02682
7/19/2014 0:44:00,40.7854,-73.9499,B02598
7/22/2014 15:24:00,40.7443,-73.9956,B02617
7/15/2014 14:26:00,40.7419,-73.99,B02682
7/30/2014 13:10:00,40.7454,-73.9774,B02617
7/18/2014 9:00:00,40.7495,-73.9778,B02598
7/10/2014 7:16:00,40.7571,-73.9837,B02682
7/17/2014 19:04:00,40.7256,-74.0042,B02617
7/31/2014 8:47:00,40.7309,-73.9929,B02512
7/21/2014 16:28:00,40.7621,-73.9686,B02598
7/19/2014 7:48:00,40.7629,-73.9622,B02764
7/6/2014 22:40:00,40.7741,-73.8724,B02598
7/27/2014 18:46:00,40.7643,-73.9692,B02617
7/12/2014 4:57:00,40.7592,-73.9707,B02682
7/20/2014 3:22:00,40.7826,-73.9489,B02682
7/17/2014 19:57:00,40.7259,-73.9886,B02617
7/16/2014 11:36:00,40.7481,-74.0072,B02682
7/2/2014 16:40:00,40.7527,-73.9888,B02598
7/28/2014 10:03:00,40.7225,-73.997,B02598
7/24/2014 9:41:00,40.7753,-73.9628,B02682
7/31/2014 22:12:00,40.7555,-73.9871,B02682
7/31/2014 12:49:00,40.6833,-73.9942,B02617
7/24/2014 16:17:00,40.7291,-74.007,B02617
7/13/2014 10:37:00,40.7552,-73.993,B02617
7/24/2014 16:33:00,40.7634,-73.9694,B02598
7/14/2014 21:12:00,40.7269,-73.9894,B02598
7/7/2014 9:20:00,40.7097,-73.9652,B02682
7/9/2014 8:43:00,40.7643,-73.9879,B02512
7/15/2014 21:06:00,40.7511,-73.9863,B02598
7/12/2014 11:21:00,40.7784,-73.9834,B02512
7/23/2014 17:43:00,40.7378,-73.9826,B02682
7/15/2014 20:05:00,40.7512,-73.9806,B02598
7/22/2014 8:45:00,40.7663,-73.9639,B02598
7/12/2014 7:37:00,40.7596,-73.9954,B02682
7/3/2014 8:35:00,40.7336,-74.0062,B02617
7/30/2014 12:33:00,40.6921,-73.9249,B02512
7/22/2014 7:12:00,40.7146,-73.992,B02682
7/24/2014 4:02:00,40.7386,-73.9953,B02598
7/3/2014 19:25:00,40.7418,-73.9822,B02617
7/31/2014 16:15:00,40.7548,-73.9913,B02617
7/23/2014 9:15:00,40.7138,-73.9562,B02682
7/9/2014 18:56:00,41.0388,-73.7375,B02512
7/23/2014 21:52:00,40.7412,-73.9857,B02682
7/13/2014 14:25:00,40.7459,-73.8991,B02617
7/9/2014 6:24:00,40.8462,-73.8291,B02682
7/16/2014 13:12:00,40.7387,-74.0087,B02617
7/8/2014 18:01:00,40.7604,-73.9718,B02682
7/17/2014 14:10:00,40.6448,-73.7819,B02598
7/24/2014 18:02:00,40.76,-73.9647,B02598
7/18/2014 7:34:00,40.7422,-74.0043,B02598
7/31/2014 22:25:00,40.7438,-73.9994,B02617
7/17/2014 16:26:00,40.7506,-73.9693,B02598
7/28/2014 11:44:00,40.7178,-74.0105,B02617
7/1/2014 7:20:00,40.7822,-73.9804,B02617
7/8/2014 18:13:00,40.7213,-73.9574,B02598
7/6/2014 1:00:00,40.7406,-73.9933,B02598
7/11/2014 12:03:00,40.708,-74.007,B02617
7/2/2014 8:45:00,40.6699,-73.9469,B02617
7/22/2014 23:05:00,40.742,-73.9883,B02682
7/29/2014 17:43:00,40.7601,-73.9772,B02598
7/22/2014 21:07:00,40.7406,-73.9981,B02598
7/24/2014 14:55:00,40.7377,-74.0046,B02682
7/28/2014 13:08:00,40.7094,-74.0176,B02598
7/7/2014 8:35:00,40.7694,-73.9505,B02682
7/30/2014 9:12:00,40.7215,-73.982,B02617
7/23/2014 15:09:00,40.7522,-74.2318,B02598
7/23/2014 22:20:00,40.7185,-74.006,B02598
7/8/2014 12:47:00,40.8649,-73.9088,B02617
7/16/2014 17:21:00,40.7088,-74.0121,B02617
7/15/2014 16:46:00,40.7614,-73.9715,B02598
7/22/2014 20:00:00,40.9893,-73.8067,B02617
7/23/2014 13:08:00,40.7053,-74.0103,B02682
7/18/2014 16:11:00,40.7364,-74.0013,B02617
7/23/2014 11:08:00,40.715,-73.9596,B02617
7/20/2014 13:56:00,40.7882,-73.9535,B02598
7/24/2014 15:31:00,40.6899,-73.9651,B02617
7/16/2014 12:07:00,40.7175,-73.9911,B02598
7/8/2014 19:09:00,40.7551,-73.99600000000001,B02512
7/20/2014 12:25:00,40.7396,-73.7622,B02598
7/23/2014 6:45:00,40.7172,-73.9449,B02617
7/8/2014 10:18:00,40.7497,-73.9924,B02598
7/8/2014 21:00:00,40.7395,-73.9862,B02617
7/16/2014 18:10:00,40.749,-73.9758,B02598
7/25/2014 14:09:00,40.7127,-74.0153,B02682
7/25/2014 14:01:00,40.7337,-74.008,B02682
7/14/2014 21:23:00,40.814,-73.9366,B02598
7/2/2014 16:22:00,40.7679,-73.9823,B02617
7/9/2014 21:04:00,40.7596,-73.8297,B02682
7/28/2014 21:00:00,40.7169,-73.9946,B02598
7/26/2014 5:22:00,40.6466,-73.7896,B02617
7/29/2014 22:14:00,40.7443,-74.0307,B02617
7/22/2014 12:04:00,40.7208,-74.0045,B02682
7/26/2014 17:25:00,40.7483,-73.9887,B02764
7/26/2014 13:31:00,40.7387,-74.0027,B02617
7/30/2014 20:42:00,40.7229,-73.9992,B02617
7/14/2014 14:33:00,40.7175,-73.9916,B02617
7/16/2014 7:11:00,40.7716,-73.956,B02598
7/22/2014 22:03:00,40.6752,-73.9663,B02598
7/15/2014 14:37:00,40.7721,-73.9642,B02598
7/17/2014 20:52:00,40.672,-73.9904,B02598
7/11/2014 21:44:00,40.6874,-73.9602,B02617
7/28/2014 16:16:00,40.7628,-73.9795,B02682
7/15/2014 20:50:00,40.7594,-73.9791,B02598
7/7/2014 13:57:00,40.6458,-73.7767,B02598
7/16/2014 15:14:00,40.7776,-73.9834,B02598
7/27/2014 22:43:00,40.7421,-73.9809,B02617
7/17/2014 8:39:00,40.747,-73.9873,B02512
7/1/2014 13:49:00,40.7613,-73.9755,B02617
7/18/2014 20:16:00,40.762,-73.9749,B02682
7/6/2014 13:54:00,40.6738,-73.9568,B02617
7/25/2014 10:32:00,40.7699,-73.9611,B02617
7/16/2014 16:19:00,40.7153,-74.0078,B02617
7/2/2014 8:00:00,40.6697,-73.9802,B02598
7/17/2014 9:08:00,40.7464,-74.01,B02598
7/8/2014 17:04:00,40.7614,-73.9755,B02598
7/14/2014 15:47:00,40.7646,-73.9705,B02598
7/24/2014 22:03:00,40.7165,-74.0049,B02598
7/29/2014 12:56:00,40.7613,-73.9698,B02598
7/21/2014 1:26:00,40.7204,-73.9806,B02512
7/17/2014 10:21:00,40.7326,-74.0037,B02617
7/21/2014 7:49:00,40.7277,-73.9911,B02598
7/15/2014 20:15:00,40.7315,-74.0056,B02512
7/15/2014 19:05:00,40.7397,-73.9896,B02598
7/15/2014 4:42:00,40.6728,-73.9474,B02598
7/23/2014 13:51:00,40.7593,-73.9765,B02682
7/10/2014 6:23:00,40.7383,-74.0059,B02617
7/6/2014 12:46:00,40.7726,-73.8997,B02617
7/1/2014 15:10:00,40.7318,-73.9946,B02598
7/9/2014 18:36:00,40.7434,-73.9919,B02598
7/27/2014 13:19:00,40.7463,-73.9794,B02598
